Comment Number,Comment Content
3191,Hopefully my grandparents and all of my other dead relatives don&#39;t vote for Kamala Harris via mail like last election.<br>😂😂😂😂😂
3192,The only thing that Harris could run against and beat is a rock and even then it would close.
3193,Video came out in seconds
3194,I forgot she was vice president 😂😂😂
3195,Oh but crackling Carmela has the character of what one who laughs at a joke before the punchline yeah she make a great one from sleepy Joe to cackling Carmella wow talk about the crutch leading the cane
3196,Can she pic Bénie Sanders as VP?
3197,I hate Obama and Harris doesn&#39;t create the buzz that Obama did back in 2008 this video is a joke lol
3198,"Well,the rest arent Asian/Black/female so i guess the answer is a big fat NO!"
3199,😂😂😂😂😂😂
3200,This lady is going to lose miserably against Trump 💯🇺🇸✅
3201,Cummonher Harris is worse choice them biden😅😅😅😅😅😅😅
3202,"If he is not fit to run for re-election, then he is not fit to run the country now. He needs to resign and go for treatment."
3203,Latest Zogby poll says Kennedy would beat Trump in a landslide head-to-head.
3204,"Whether it&#39;s Mr. Trump or Mrs. Harris. I just hope people can entertain a peaceful, just and rightful election that positively impacts all Americans for the better. God bless! 🙏🏻"
3205,judging how quick this video came out<br>it is actually planned
3206,NO JOE NO VOTE!!
3207,"In this case, democracy will win!"
3208,"No, women don’t want Kamala"
3209,LOL FJB
3210,I&#39;m confused! The entire Democratic party told us for years that Joe Biden was as sharp as a tack!
3211,Harris???<br>Failed at the only job given to her as VP- The border.<br>Going on and on about abortion doesn&#39;t go over with anyone expect the far left...
3212,A cabbage may be stronger than a lettuce
3213,They will pick Hillary in the end
3214,Am I the only one who think Frumps family all look like Hitler Youth
3215,"Ong, come on MSM stop lying she’s awful . What a sales pitch."
3216,"What a joke.  MSM won, time to leave the US."
3217,A Weak Administration makes for a weak Country. <br>Im voting Trump in 2024
3218,Rfk 100%
3219,"What good is she , Police are still taking blacks lives everyday . Kamala has did noting about police profiling blacks and killing them . She has did nothinging"
3220,LOL...no...you pick the weakest/stupidest candidate you have.
3221,No.
3222,Kamala is not Black
3223,Let&#39;s go for the first American Lady for the white House special if is African American ✌️
3224,HOL UP SHES WEARING THE SAME OUTFIT FROM THE WOMAN PRESIDENT SIMPSONS EPISODE
3225,Harris is no way able to take on Trump only thing she can do is more slanderous lies..abortion is a 10th amendment issue always it always has
3226,Obumer 4 terms 👹🤬
3227,A Weak Administration makes for a weak Country. <br>Im voting Trump in 2024
3228,"I&#39;m not sure how much substance was here. From my point of view, I didn&#39;t hear a lot about her policies or past as a politician/attorney. Seems like this video is just about approval ratings."
3229,Kamala is going down !!!
3230,"She is African American when she is Indian and Jamaican, did I just hear this dude right, I’m Dominican I’m more African than her, by color"
3231,TRUMP 2024😂 Kamala is even worse than Biden.
3232,"The Kamala the Kackler !! <a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/b8IfY7zOK9iVkNAP_I2A-AY""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/Z8MfY8mzLbnovwK5roC4Bg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/UW5IY-ibBqa8jgTymoCIBQ""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/2sIfY8vIG8z96ALulYDQDQ""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/DfgfY9LaNdmMq7IPuI2AaA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/DfgfY9LaNdmMq7IPuI2AaA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/DfgfY9LaNdmMq7IPuI2AaA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/DfgfY9LaNdmMq7IPuI2AaA""></a> bring it on babe <a href=""UCkszU2WH9gy1mb0dV-11UJg/CN2m5cKr49sCFYbFggodDFEKrg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/CN2m5cKr49sCFYbFggodDFEKrg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/CN2m5cKr49sCFYbFggodDFEKrg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/CN2m5cKr49sCFYbFggodDFEKrg""></a>"
3233,&quot;the knight in shining armor&quot; 🤡
3234,No freaking way!
3235,Research Harris&#39;s Senate record. If you are black you would never vote for her after understanding her record.
3236,Don’t sleep on kamala
3237,"Seriously, dude???"
3238,"Interesting, given elections aren&#39;t real."
3239,Yeah right… it is going to be funny
3240,Buckle up America this is about to be your new president! Things are about to get hairy. Start stocking up on food and water
3241,She can&#39;t win <br>I would love to see her win but not realistic<br>She could be the first American black woman <br>And the first woman <br>To be president it would be a very big factor in today&#39;s politics for it to happen
3242,"Oh how I wish the democrats had a nationally-known politician named Issac Hunt. He would be the perfect running mate for Kamala. I can imagine what the bumper stickers would look like :<br><br>KAMALA HARRIS / ISSAC HUNT<br><br>Kamala has zero chance of defeating Trump. The American public will be reminded that Biden appointed her to be in charge of border policy, and millions of illegal immigrants flooded across our southern border under her watch. She is seen as a clown by foreign leaders after the disastrous press conference in Europe where she answered a serious question by laughing. She has no executive experience at a time when America needs a strong and experienced leader to solve its burgeoning problems that Kamala helped create.<br><br>Perhaps the best chance the dems have, and the one I believe they will decide on, is to nominate Hillary for a rematch against Trump. She won more popular votes than him in 2016, and has the framework of a national campaign staff that she can call on quickly to mobilize. <br><br>The drawbacks to nominating Hillary are significant. Firstly, the fraudulent Steele Dossier that her campaign paid to have written in their attempt to defeat Trump in 2016. It frames her as a dirty politician who cannot be trusted, and that makes a big difference to Independent voters for whom candidate character plays a major role in their voting decisions.<br><br>Secondly, in the eyes of the Black voters the democrat party absolutely needs to win a national election, Kamala deserves the nomination because she is the sitting Vice President. If the dems don&#39;t nominate Harris, there will be a feeling among Black voters that race played a role in the democrat decision, and Black voters who would have voted will stay home.<br><br>So basically the dems are between a rock and a hard place, put there by Biden and his team that tried unsuccessfully to hide his mental decline from the American people. They never should have encouraged him to declare his candidacy for re-election, and when he did, they should have told the American voters just how bad Biden&#39;s cognitive health was. Now the party pays the price for a handful of political staffers who didn&#39;t want to relinquish power and thought they could keep it through lying.<br><br>Perhaps the only chance the dems have is to nominate Michelle Obama. She will keep the Black voters engaged in the campaign, and she can rely on her husband&#39;s network of campaign staff around the country to launch her campaign quickly. But here again, the problem of experience hinders the potential of Mrs. Obama to win. Additionally she will spend most of the campaign trying to defend her husband&#39;s record, which will reduce the amount of time for her to express her ideas for how to solve America&#39;s problems.<br><br>The bottom line at this moment in time is the democrats really have no good options to pursue, but it will be interesting to watch how they confront their problem."
3243,"Harris has never spoke, with intelligence.  <br>&quot;Tardspeak&quot;"
3244,Kamala is just awful.
3245,Waiting in the wings something much much worse and radicalized.
3246,Your first got President Biden out the race now you&#39;re trying to convince us that Kamala Harris is it. She&#39;s not even as popular as Hillary Clinton who lost. You just trying to ensure Trump gets re-elected. And so far the plan is working
3247,"Wait, how did WSJ know Biden was gonna drop. This seems like premeditated propaganda"
3248,A corrupt Vice President May God help us all.
3249,I really think she is Crazy
3250,Now lets  redo that debate. Harris will eat  Trump.
3251,Don&#39;t worry RFK Jr is on the rise as well.
3252,Stand behind you Kamala…..so so so pumped up right now…. Thank you Joe.
3253,Yea kamala ain&#39;t becoming president. Anyone with a reasonable intelligence can see that.
3254,How?
3255,I guess those woman or not scared of their body going to Odyssey pain a lot of anxiety go through with an abortion so I guess they have the remedy and the medicine for that
3256,"Willie said,&quot;She got the eyes of a Succubus!&quot;"
3257,"On Live at 5, it&#39;s: Giggles VS Egomaniac."
3258,Who is this woman ? Do she need to use pro nouns?
3259,She is not African American!
3260,"They lied about him, tried to kick him off the ballot, bankrupt him, throw him in prison, and when all that failed they tried to murder him.  Who took out the enormous short position against Trump media the day before the assianation attempt?<br><br>Do you get it yet?<br><br>The government is doing everything in it&#39;s power to prevent the peaceful transition of government"
3261,Ms. Harris We The People have your BACK!!! 💙⚖️🇺🇸💯🗳️💙
3262,Biden waiting for Trump to be assasinated<br> He knew about it. It did not work...now he quits.
3263,Every decision she&#39;ll make would be a😅 Google search.
3264,She can waste her time talking about the sham trial about Trump and abortion  while Trump talks about helping the real issue which is immigration and the economy.
3265,A lot of money got raised and sent Biden&#39;s way. There&#39;s no way his wife let him step down without money coming their way.
3266,"Trump is gonna trash Kamala with one ear ,"
3267,She cant even keep the border under control
3268,She&#39;s &quot;Not Like Us&quot;
3269,I don&#39;t know about anyone else but i have been raised that it doesn&#39;t matter how old you are anything to happen to anyone I&#39;m just saying that anything could happen to anyone The only thing is that you are really to meet or Lord and Savior Jesus Christ
3270,Goodnight democrats 😂
3271,I would like to see kamala Haris make bold step on immigration
3272,When Devi take place😢
3273,Let&#39;s go Brandon<br>Let&#39;s go Shamala
3274,Welcome to the twilight zone!!!
3275,This is ridiculous!
3276,Kamala Harris is smiles open big mouth  looking terrible?????
3277,Yeah! Sure she can win! Bring her on wink wink
3278,What dictator will the Democrats install in his place?
3279,You may pull in and have support with black women.But you had at any way be any black.Males who are supporting trump are going to stick with trump but women you probably will get a help with.
3280,Who&#39;s old now? I guess the guy has to memorize new lines.  The ones he has been rehearsing won&#39;t apply to this chic.
3281,JOE FIRED BY THE SAME MAN AS HILARY! INCREDIBLE!😂
3282,Yes they moved from 18% to not getting it to 19%
3283,She is crazy 😅
3284,I’ll set this one out they forced Joe out
3285,Ahahahahaaaaaaaaa grasping at straws
3286,I’d vote for Biden over Harris. She was terrible here in California….. Trump 2024.
3287,My choice is Vice president  Kamala  Harris for president and transportation  Secretary Pete Buttigieg for vice president.. They will be fire❗
3288,Nope she want get the vote. A lot will choose to not vote at all. They planned this sh… just like Trump planned that shot 😌
3289,Heck no...😂😂😂😂😂😂
3290,I’m excited to see Kamala and Trump debate
3291,She couldn’t even get 1% of the vote with her own party. Doesn’t matter. Trump wins in a landslide
3292,Trump is to old now.drop out😂😂😂😂😂
3293,"Her father&#39;s half Irish-Jamaican and half Afro-Jamaican &amp; mother&#39;s South Indian Brahmin.<br><br>So, technically she is 25% black, 25% white &amp; 50 % Indian Descendent. <br><br>So, people shouldn&#39;t really mention her as only African-American"
3294,Who got 😎😎😎😎😎😎😎✅ put 🇺🇸 me in Prison 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🚧
3295,Please show us the video you filmed about nuclear war 🙏
3296,She&#39;s a joke.
3297,What a joke
3298,Trump 2447
3299,Stronger?<br>Jajajaja<br>Good joke
3300,😅😅😅😅😅😅
3301,Ahh yes the long lost Border Czar !! Hey has she been to Europe yet ?
3302,"If Kamala gets the nomination without any genuine contest, it will be a further mockery of the Democratic Party. In any case, Kamala would be a gift to Trump. You know how many skeletons she has in her closet? No better person to work that than Trump"
3303,Harris will bit Trump definitely
3304,she cant be wasnt in county for 35 years
3305,Somebody fell out of a coconut tree.
3306,Comparing Harris to Obama is insane!
3307,Kamala Harris is worse than Biden
3308,Kamala is not black.
3309,Go Kamala!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
3310,YESSSS
3311,I would never vote for Harris! They better do the right thing and find a real candidate!
3312,"Wow, what a beautiful tale. Unfortunately it is just that a tale. Do they think we are that stupid? They made an edit to show a Kamala Harris that doesn’t exist. 😂😂😂😂"
3313,What a success of the democratic primaries 😂.
3314,Much pressure on him including from his own people got him no other option. But Harris ?
3315,She&#39;s such a happy cackling c a c k e r
3316,"This is going to be a joke.  It&#39;s NOT ABOUT RACE OR GENDER!  It&#39;s about ability, strength, business acumen, international relations, etc.  Harris is so unqualified it&#39;s a parody that writes itself!"
3317,"Democrats gave the first black male president, and now the party can give the first female black president 💙"
3318,How does one prosecute a case with word salads?
3319,Harris is 100x smarter than Trump. I can&#39;t wait to see who the VP is! Gloves are off!
3320,Trump 2024 🇺🇸 Trump 2024 🇺🇸Trump 2024 🇺🇸Trump 2024 🇺🇸Trump 2024 🇺🇸Trump 2024 🇺🇸
3321,Yall ready to vote for Kamala?  😂😂😂😂😂😂😂😂😂😂😂😂 this is gonna be great.
3322,Not a chance for cackles.
3323,If Harris get the ticket then the Republicans are going to eat the Dems for breakfast.
3324,Heels 👠 up Harris for president 😂
3325,"2% Harris vs mighty Trump, get those voting machines extra rigged."
3326,lol
3327,She  is always hostile and cannot even carry on an intelligent conversation!!
3328,Word Salad and Cackling.
3329,TRUMP - VANCE 2024 🇺🇸. X Democrat
3330,She is the worst.
3331,The only thing she can do better than Biden is walk 😂
3332,🤷🏾‍♂️I’d never vote for her or any Democrat 👎🏾
3333,Perfect time for a female president!
3334,🤣 Trump just won. The VP is a joke 😂
3335,Michelle Obama ... Will you do nothing and just watch?
3336,Could you imagine if Biden was up here and the teleprompter didn’t work ??<br>Sleepy crocked Joe Biden or laughing Kamala 😂😂😂😂
3337,"It is never about the base. Base will not change mind, the undecided and moderates are the ones to swing."
3338,If they want to lose. Trump 2024
3339,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
3340,She scares me
3341,"If Kamala runs, its a guarantee win for Trump."
3342,"Ah, Liberal news already promoting her as a great candidate. All the while she’s been a nightmare while in public office."
3343,😂 lies lies.
3344,💙💙
3345,That Ole dusty Crow ain&#39;t gonna win either! She been slipping for a long too!😂💯
3346,If Harris get the ticket then the Republicans are going to eat the Dems for breakfast.
3347,LOL!!!!!!!
3348,MAGA 2024
3349,😂 Kamala Harris have the caracter?😂😂😂😂😂😂😂
3350,"Oh, noooooo... Please, not her.... we in the Republican party are completely scared about her running... 😂😅"
3351,Kamala is a great example of what happens when you promote DEI.  A train wreck.
3352,She has a low approval rating than Biden. Nobody’s that dumb-to vote for her.
3353,She&#39;s a joke 😂
3354,"3.99 years Too late!!!!<br>Monday he will be running again, he will forget that he resigned😂."
3355,Kamala harris stronger candidate…hahaha
3356,🎉🎉woman president prediction here it comes 🎉🎉 who&#39;s against woman rights???
3357,❤❤ PRESIDENT TRUMP ❤❤
3358,Trump 2024!!!
3359,Let her compete against Trump .. she be dust !
3360,"It makes sense to nominate a women after women reproductive rights were taken away. Kamala is a forced to be reckon with. If she was a white man this race would be over. America, get over gender and vote for the best candidate. Put country and democracy first!"
3361,Talk about wishful thinking. Harris has a grating personality.
3362,"Honest question, do you think she will be the democrats nominee at the upcoming convention?"
3363,Oh no now we are going to have a laughing President Kamala.
3364,It’s a wrap 😂
3365,"Trump might not have the character, but Harris fails basic world geography."
3366,God Bless President Trump 🙏🏼🇺🇸
3367,Montel Williams ex-girlfriend. <br><br>Epic.
3368,I used to believe WSJ was decent! You guys became corrupt main stream
3369,My vote goes 💙BLUE No matter WHO!! Let’s stand up for democracy!!! No dictatorship in USA. Vote 💙💙💙💙 for freedom!
3370,If Biden drops we will vote for Harris!!!
3371,Can Kamala do what Hillary didn’t?<br>The Dems are delusional. <br>And just try throwing Kamala under the bus!<br>Here we go again.
3372,Kamala Harris should step aside a let a white male run. That&#39;s the only way the Democrats will remain in the driving seat. Love from South Africa
3373,Let&#39;s go Harris. Make history. Vote for Democracy. Vote blue.
3374,So much delusion on the  Left.  Please run Kamala<br>Please......<br>She will only win over those who hate America.
3375,Yeah the mighty cackling Carmella can I ask you a question cackling Carmella what about the just a minute I&#39;ll answer that question soon as I quit cackling
3376,Easy win for trump this is very easy win in my opinion
3377,"It&#39;s a NO Brainer, DJT a winner!"
3378,"This is not a candidate, this is an excuse."
3379,"The Demorats are in deep dodo.  Harris is no choice or either are any of the Democratic governors in the country. They pretty much all suck, especially Gruesom from Calif.  This will be interesting."
3380,"I don’t know if Harris can beat Trump, but I believe Bernie can."
3381,"If Kamala Harris thinks that <br>&quot; Abortion &quot;  is the top issue this election,  she&#39;s already lost..😂😂😂"
3382,Better than zero does not a winner make.
3383,Thats funny!
3384,Let her run .Let her explain  what she  smoked .
3385,"If Kamala wins the Presidency. She needs to equip her cabinet with Obama, Bill, and Hillary Clinton who know how and what to do in case war breaks out run a good Democracy. Kamala take your time and hand pick the rest of  the members your cabinetry. You go GIRL.......................................!!!!!!"
3386,That vp is no good  who would  vote  for  that  crazy  woman
3387,"I am after Policies than the party for Democracy and freedom so whoever the nominee, I’ll still vote blue for the sake of next generations 💙"
3388,She is annoying.
3389,Kamala 😂😂😂😂😂😂😂😂
3390,The Democratic party is different they don&#39;t play around. This presidential race has now been restarted which means none of the polls matter anymore. The black community african americans have yet another chance to make history again. If you think trump is not afraid of harris then you better think again because he is. She can literally bring back most of the obama coalition which was a unbeatable coalition. She has a serious chance to win in I believe she will.
3391,She had 4 years to be more liked. Failed
3392,"Really, she is? No way."
3393,Assassination attempt failed now dropping out
3394,She&#39;s not African-American she&#39;s Indian.<br><br>Looks like I riled up all of the bot accounts with no pfp. 🙊
3395,Trump 2024❤️
3396,"Kamala Harris Must win Nevada,Wisconsin,Michigan &amp; Pennsylvania. yes"
3397,Kamala Harris was at 1% in the Democratic Primary when she quit. Please run her.
3398,Hard to say.  America not ready for her yet.
3399,Funny thing is she&#39;s not African American she is Jamaican / Indian.
3400,An Indian American president of the United States
3401,😂😂😂😂 passage of time😅
3402,Harris is a bigger joke than Biden.
3403,"She is funny she got to where she is by being good under the desk. And that is the only thing she has done, And they keep calling her African American ??  Her mother is Indian her Father is Jamaican so where is the African come in."
3404,She wont win either.  The Dems realized they couldn&#39;t hide Biden&#39;s dementia any longer.
3405,"Harris as the Democratic nominee shows you the ridiculousness of what can be, unburdened by what has been."
3406,Trump wins in a landslide. No one has hope against him. Yall are high on copium.
3407,with pete she  is ... there are 14  million gays  ..5 million  are  republican
3408,Trump said let the states decide. It’s still legal.
3409,Go Harris let’s get this done and win
3410,Regardless I will still vote blue
3411,😂😂😂😂😂 oh WSJ....😂😂😂😂
3412,My god!please help America!
3413,"Kakling Harris, did NOTHING as VP"
3414,Democrats have already  lost
3415,Muahhahah Kamala Harris you got to be kidding me😅😅😅😅
3416,Vote Trump 2024 🇺🇲🇺🇲🇺🇲🇺🇲
3417,Harris will win!
3418,Hahahaha yeah ok WSJ. 😅
3419,Trump wins 👍
3420,Senator astronaut Mark Kelly az!!!
3421,"“Space is really, really big”"
3422,"Imagine the Harris v Trump debate. I&#39;d feel sorry for Trump, but he deserves no sympathy."
3423,"Cackling Kamala, great. The least liked vp of all time. She was put in charge of the borders.  That turned out great🥹"
3424,We will vote Blue no matter who. The old orange old man needs to drop out.
3425,FKH 😊 no way Jose
3426,Kamala had one job in her term as VP  border czar yet ?????????? the passage of time and i like school buses can&#39;t run a country except into the ground!!!!!!!!
3427,Say what you may<br>Only Joe and Kamala<br>Can beat the Hoodies
3428,Trump 24
3429,Heels up Harris? 🤣🤣🤣🤣
3430,I love a good joke..
3431,Heck to the NO!  They can&#39;t have her in spontaneous speeches either.  She&#39;s not going to miraculously become a seasoned articulate speaker.  Attacking Trump is all they got anyway.
3432,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
3433,if she wins im selling everything in the market and moving to Germany
3434,Shes lied about joe for 3 years.
3435,RIGHT NOW THE DEMOCRATIC PARTY NEEDS AN AUSTRALIAN CITIZEN TO RUN FOR USA PRESIDENT TO WIN. HONESTLY
3436,What can be unburdened by what has been.
3437,"she is divisive, not a unifier. And it is an INSULT to Obama to compare them- his speaking ability is UNREAL and hers is simply not."
3438,Heels up Harris......Never! <br>Trump/Vance 2024 🇺🇸🇺🇸🇺🇸🇺🇸
3439,Harris could not win a election to be a dog catcher 😂❤
3440,😅😅😅😅😅😅😅😅😅😅😅😅😅😅
3441,When she loses y&#39;all will make it about race....
3442,Voting 💙 no matter who.
3443,The excitement of Obama is gone....stop with the comparisons.....she laughs and says nothing...she was a great prosecutor....but she cannot lead.....
3444,Stronger? More inept and radical
3445,&quot;Unburdened by what has been...or something like that..heeheeheeahhhhawhawjawheeheeAHHH!! &quot;
3446,Don&#39;t think VP Harris stand a chance.
3447,Absolutely not. I’d vote for Biden before her
3448,❤Biden. Harris
3449,Let the world&#39;s biggest popularity contest commence
3450,She only used sje is Africa American during election time amd acknowledge her her nationality once she became VP. She will continue follow the agenda assign to Biden. Please don&#39;t vote because of skin color. We have experience failure in this presidential Democrats house.
3451,Are you serious?
3452,Never
3453,Joe has promised to get a brain transplant and run again in 2028.
3454,"She has name recognition, is not too old, and is not Trump. <br><br>Being a member of an identity group won’t matter to swing voters. This ‘black’ and ‘woman’ narrative is tiresome and boring. <br><br>Biden did nothing to bring her or any other of a ‘next generation’ along as a ‘bridge to the future.’ Buttigieg and Klobuchar were more qualified but insufficient for the ‘black women’ identity politics engine <br><br>If she runs as though the Biden administration, with its 37% approval rating is perfect in policy, Trump will have an advantage.<br><br>If she can distinguish herself from Biden - gently, to show she has her own thought process and talks straight without all the Democrat prevarication to pander to identify politics, she can win."
3455,She drop out the race because no one like her
3456,Trump 2024. Red wave.
3457,"Its like wall street Journal had this video ready to go , as if it was planned behind the scenes and the democrats and media were lying about Biden the whole time lol WSJ is a fkn joke lol"
3458,Is this SNL?😂😂😂
3459,I would have been happier with Michelle Obama.
3460,"&quot;So, Ukraine is a country in Europe. It exists next to another country called Russia. Russia is a bigger country. Russia is a powerful country. Russia decided to invade a smaller country called Ukraine. So, basically, that’s wrong, and it goes against everything that we stand for.&quot; - Harris"
3461,lol I am democrat and l am not voting for no woman
3462,We didn’t want Kamala in 2020 and we don’t want her in 2024. Democrats have to give us a better candidate. Where is Hilary?
3463,"If the RUSSIAN TROLLS hadn’t done such a good job destroying Biden, this wouldn’t be happening.  Unfortunately, for Russia, they have now put a stronger candidate up against Trump.  Now wait for the Trolls to start into Kamala.  And I see they are already in THIS COMMENTS SECTION."
3464,Trump 2024!
3465,"Oh, how the significance of the passage of time is becoming...."
3466,Kamala Harris wow America is in trouble
3467,Passage of time lol Trump 2024
3468,well indian ceo
3469,"Hello Everyone, Biden is quitting due to a major scandal thats about to be leaked by the Russians. I talked about it on a video on my channel. Thats the real reason he is quitting. HE IS STILL A VERY SMART MAN... and He is quitting not because of age but rather because he was merely bested by the Russians......"
3470,"Don&#39;t matter who wins Presidential Election, the country will not get any better in my opnion. Lets see if Trumps slogan &quot;Make America Great Again&quot; works."
3471,"&quot;So, Ukraine is a country in Europe. It exists next to another country called Russia. Russia is a bigger country. Russia is a powerful country. Russia decided to invade a smaller country called Ukraine. So, basically, that’s wrong, and it goes against everything that we stand for.&quot; - Kamala Harris"
3472,African American or Indian American??
3473,"At this point,  I will be voting for anyone else..... other than trump."
3474,HARRIS/BUTTIGIEG 2024🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉
3475,World salad olympics time.
3476,Kennedy 2024🇺🇸
3477,More excitement for black voters ? Not Black men
3478,No.
3479,she had 4% of the vote when she dropped out in 2020. this is the back up plan?
3480,What a dumb move to choose kamala vivek as the next president of the United States shows you how stupid and ignorant that party has become
3481,"&quot;So, Ukraine is a country in Europe. It exists next to another country called Russia. Russia is a bigger country. Russia is a powerful country. Russia decided to invade a smaller country called Ukraine. So, basically, that’s wrong, and it goes against everything that we stand for.&quot; - Kamala Harris"
3482,"In her dreams, she will win. She&#39;s  weak! Another joke!😂"
3483,How she communicates god she can not handle anything without laughing the country would be screwed
3484,💙💙💙💙💙‼️📌
3485,DEI VP and now they want a DEI P. She has been the biggest no name useless VP in decades.
3486,"If Harris does decide to run, she does not have the numbers to beat trump.   Michele Obama should step up and run with Barack as her VP.   That would destroy trump and the entire gop."
3487,Ok there is just no way you guys had this in the queue. 🤣🤣
3488,Is this a joke?
3489,TRUMPS DONE
3490,What did she do for her country for the last 4 years?
3491,WSJ has become a comic book. Not a chance in the world!
3492,why is the basis of the video: Kamela harris needs to beat trump. Instead of &quot;Kamela Harris has better policies than trump&quot; ?
3493,"Yeah no, Kamala is just as unlikeable as Biden."
3494,❤️🤍💙Kamala Harris-47th President-2025-2032 GAME ON-VOTE BLUE❤️🤍💙
3495,I remember harris was running for president four yrs ago and she dropped out they should&#39;ve picked another candidate trump 2024
3496,She couldn’t even handle the border. How can she debate Trump on anything?  Tulsi gave her the smoke and she couldn’t refute those claims
3497,Ho Harris has worked hand and knee to get where she is.
3498,Democrates sre broken. Trump only.
3499,The only job biden gave her was the border and she succeeded it&#39;s wide open.
3500,The cacklebird is in! She is Indian and jamacian  not african
3501,"Kamala just Picked <br><a href=""http://www.youtube.com/results?search_query=%23putin"">#Putin</a> as VicePresident"
3502,The very first statement that Kamala knows how to prosecute Trump admits the lawfare of the White House against Trump
3503,She is so strong she can’t take over the WH for the next few months??
3504,", Harris cannot beat Trump.She&#39;s lowering Poles.Then biden"
3505,<b>laughs maniacally</b><br>No. She&#39;s even worse than Biden.
3506,Even libraries would not vote for women
3507,😅
3508,personally ithink it just gave trump another big win as supreme court did???????????
3509,Just Watch its going to be Harris and Hillery
3510,Kamala is a horrible candidate for president
3511,"Woke America, had a black pres, then a geriatric now trying for a giggling woman what next a one legged Latino."
3512,"She will get the black women vote, i honestly think she will be a turn off for black men though"
3513,I blame the people who voted for Biden!!!<br>And this is really embarrassing for the Democrats!!!
3514,Voting for her is the same thing as voting for Biden again!! Same results so get real! Bought sellout puppets!
3515,"Don&#39;t count out her holiness, HRC. Harris better get fitted for a BPV."
3516,"Funny the democrats say my body my choice when it comes to abortion, but I wasn’t my body my choice when it came to the BS Covid vaccine. 🙄"
3517,"Accuracy is important: she’s NOT African American. She’s Jamaican and (Asian) Indian. She’s not getting my vote, but facts should be important in news stories."
3518,"Say NO to Harris,  Michelle Obama,  Hillary Clinton &amp; Gavin Newsom."
3519,Lol Kamala doesn&#39;t stand a chance.
3520,KAMALA😂😂😂😂😂😂😂👿👿👿👿
3521,How!
3522,The cackling communist has no chance against Trump.
3523,Are you kidding me?????
3524,Not a chance...
3525,"Biden pulled out of the race.  Trump winning the 2024 election, unburdened by what has  been.  Harris is not black, get over it."
3526,Biden did drop out.
3527,Kamala Harris is a drunken comedian
3528,"Cackling Kamala couldn&#39;t even stand against Biden in the state that he&#39;s in, so she certainly can&#39;t stand against Trump."
3529,Bahaha. Kamala Harris is even more unlikable than Biden. The Dems are screwed
3530,she is a joke
3531,Next upcoming debate?? 👀👀
3532,Kamala Harris will have the words to Take Trump down
3533,Never voting dem ever
3534,blind mice wow
3535,Would not vote for her as an independent voter. Prefer Joe over Kamala
3536,😆
3537,"For the love of Liberty, Joe PLEASE step down!"
3538,Cackling carmella
3539,"It&#39;s all over libs, TRUMP 2024"
3540,Stronger 🤣🤣🤣🤣🤣🤣🤣
3541,"This is a pretentious women, for God&#39;s sake Trump is a more authentic person than him. And trump has set the bar too low for authenticity. Democrats will agree,"
3542,"The DNC, FBI/CIA, and the Joe Biden crime family makes Richard Nixon and watergate look like a SAINT.<br>Dems: How are we going to vote multiple times if we have to show ID"
3543,Kamala Harris.  Lol 😂.  The US is fugged for the next 4 years no matter who wins.  Glad I&#39;m Canadian 🍁
3544,Harris is Indian
3545,One of the lowest rated and polled politicians in US history. Watch how she gets propped up do to the DEI agenda.
3546,Stop talking like that . She hates this country. Disgusting.
3547,Trump 2024
3548,A lot stupider
3549,She will be another Obama puppet!
3550,I&#39;m. Still  voting Blue ❤
3551,Harris is going to SMASH Donald Sippy Cup in the next debate and in November.  She&#39;s going to get the female vote and the black vote in the swing states that matter. With Michigan governor Gretchen Whitmer on her ticket they&#39;re unstoppable.
3552,No way dude
3553,Biden cant even drop out without screwing it up.😂
3554,Kamala Harris wants to ban constitution and bill of rights
3555,lol.  Ok.
3556,"What Can Be, Unburdened By What Has Been"
3557,Kamala will have Obama as Vp… hum…
3558,Rfk
3559,At least Kamala will be faster and better able for Trump at debate in September and a stronger candidate at this stage.
3560,African American woman?😂
3561,I want a debate
3562,Mayor Pete 2024
3563,ENABLER OF FAILURE..
3564,😂😂😂
