Comment Number,Comment Content,Processed comments
2620,Madam President has a nice ring to it,madam president nice ring
2621,MamaKamala candidate for President???😂😂😂SHE WAS IN TGE BORDER😂😂😂AND YET SHE HASNT BEEN TO EUROPE….and IN THE BORDER 😂😂😂😂,mamakamala candidate presidentshe tge borderand yet europeand border
2622,I called this last week. Yall are predictable as f***,called last week predictable f
2623,I’d rather have Obama back. We aren’t ready for a woke female pronoun president.,would rather obama back ready woke female pronoun president
2624,Ha. Haha. Hahahah. HAHA 😂😂😂,ha haha hahahah haha
2625,It will not happen 🤣,happen
2626,Not in any universe anywhere,universe anywhere
2627,This just cemented Trump as president for his second term. Now to fix the mess that obiden left,cemented trump president second term fix mess obiden left
2628,"Trump has a huge problem now because no matter what he says against Kamala, the mainstream media will portray his remarks as misogynistic.",trump huge problem matter say kamala mainstream medium portray remark misogynistic
2629,"Women, we can make a difference! Vote blue for our freedom.💙💙💙💙💙💙",woman make difference vote blue freedom
2630,Fight for freedom from you guys thank God Trump’s gonna win,fight freedom guy thank god trump going win
2631,"Kamala Harris is a cackling joke. Literally, the most fake, most absurd excuse for a politician in my lifetime.",kamala harris cackling joke literally fake absurd excuse politician lifetime
2632,Since when is a jamican / Indian an African American ?,since jamican indian african american
2634,she     said    she    would    kill  him   in  elvertor     is  she    realy   black   ???  she   will  put   obumer   as  vp  then  she  drops   out    or  give    him    all   dutys     ???   it  time   for    rfk,said would kill elvertor realy black put obumer vp drop give duty time rfk
2635,Kamala will get destroyed 😂,kamala get destroyed
2636,"Yeah she&#39;s so prepared to be president that she still wants to legalize marijuana in America, and all you got to do is look at the condition of the border and you know you don&#39;t want her in office in no way shape or form, this is just more Obama trying to hang on to things.",yeah prepared president still want legalize marijuana america got look condition border know want office way shape form obama trying hang thing
2637,I look forward to the Prez debates with Harris taking on Trump. Prosecutor v salesman. I think she will get more popular with coverage.,look forward prez debate harris taking trump prosecutor v salesman think get popular coverage
2638,If people are stupid <br>After what we been <br>Through for 4 years <br>Then yes they will vote for her.<br>Then you pay for it for 4 more years.<br>NOW  if they look back <br>And see the economy with<br>TRUMP then .....<br>You will go for him.,people stupid year yes vote herthen pay yearsnow look back see economy withtrump go
2639,Harris is a marginally better candidate but doesn’t stand a chance against Trump. So disgusting how this party preaches to save democracy but leaves the choice of candidate to a few kingmakers.,harris marginally better candidate stand chance trump disgusting party preaches save democracy leaf choice candidate kingmaker
2640,"LOL, LOL....thanks for the good laugh W S J !!!",lol lolthanks good laugh w j
2641,"Come on needs to bring up the Trump Epstein connection, and the fact that all of that information that was released has gone quiet because Trump was involved tied at the hip to Jeffrey Epstein. People need to know that. That’s the kind of person that they’re considering for the presidency.",come need bring trump epstein connection fact information released gone quiet trump involved tied hip jeffrey epstein people need know kind person considering presidency
2642,I can&#39;t believe as a register Democrat and this is the best we got!  I don&#39;t know who&#39;s im voting for now.,not believe register democrat best got know voting
2643,HARRIS HAS NO CHARACTER.&quot;WORD SALAD&quot;. INDO-JAMACAN.,harris characterword salad indojamacan
2644,"Thank you, President Biden.   💙💙💙💙💙",thank president biden
2645,I can’t wait to see a debate between Kamala and Trump! She’ll word salad and Cackle through every repetitive topic!,not wait see debate kamala trump word salad cackle every repetitive topic
2647,I will vote for Kamala if she is the candidate. I pray she adjusts her personality. I hate her delivery. I hope she does not giggle all the way to the podium.,vote kamala candidate pray adjusts personality hate delivery hope giggle way podium
2648,omg!!!! 😂😂😂😂😂😂😂😂,omg
2649,I will vote for her after I decide not to vote!!!!,vote decide vote
2650,"Everyone has to get off of what she is. She identifies as black. Point is, she&#39;s American.",everyone get identifies black point american
2651,"Trmp has no say in abortion. SCOTUS affirmed that Abortion is not a Federal issue, but a State issue..... are they that dense they do not realize it ? Sorry, men of all colors will not vote for her.",trmp say abortion scotus affirmed abortion federal issue state issue dense realize sorry men color vote
2652,Harris.....really......what a joke....,harrisreallywhat joke
2653,Kamala?? Yuck!,kamala yuck
2654,I&#39;d never vote for her. Bernie maybe Andy Beshear 100 but NEVER kamala,would never vote bernie maybe andy beshear never kamala
2655,"WHAT A GULL  <a href=""UCkszU2WH9gy1mb0dV-11UJg/hcIfY57lBJXp6AKBx4CoCA""></a><br>- WITH HER HYSTERICAL LAUGHTER",gull hysterical laughter
2656,I can see the person having a big influence if it&#39;s Governor Newsom from California.  The entire country knows how bad all California is and that Californians were fleeing and droves until he passed a law making them pay to leave the state,see person big influence governor newsom california entire country know bad california californian fleeing drove passed law making pay leave state
2657,"As a liberal Im voting for Harris! Well, as soon as I get my trans surgery!",liberal voting harris well soon get trans surgery
2658,She&#39;s a joke,joke
2659,Joe Biden is a better candidate the kamala ever will be,joe biden better candidate kamala ever
2660,Has been a joke from day one.,joke day one
2661,She ain&#39;t got a prayer.,got prayer
2662,If it was humiliating in debate with biden imagine how more it’s going to be with Harris. Get your popcorn ready.,humiliating debate biden imagine going harris get popcorn ready
2663,"Kamala won’t be the runner up, I guarantee it.",kamala runner guarantee
2664,Dean Phillips please !!!!,dean phillips please
2665,is this really the best the democratic party can muster? hahaha!,really best democratic party muster hahaha
2666,Women vs men,woman v men
2667,"Wait, how do yall have this type of footage already? 🤣",wait type footage already
2668,She is not a better candidate to beat Trump😅<br>She&#39;s worse than Biden and that&#39;s saying something!,better candidate beat trumpshe worse biden saying something
2669,No way,way
2670,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
2671,This is a fight between stupidity and someone that can get things done. Kamal is not the one that can get things done,fight stupidity someone get thing done kamal one get thing done
2672,"Not in the least, unfortunately.  After watching her for the last 31/2 years,  hoping for the best, my take is that she is several crayons short of a box!",least unfortunately watching last year hoping best take several crayon short box
2673,This woman will not be voting for her.,woman voting
2674,How did WSJ have this mini-documentary ready to??😂😂😂,wsj minidocumentary ready
2675,WSJ: Kamala has many advantages<br><br>1. Female<br>2. Not white<br>3. Not dying,wsj kamala many advantage female white dying
2676,She already is polling even or even beating Trump in Nov.  Nikkie Haley republicans were polled after the RNC convention and said they are more likely to vote for a Democrat other than Biden than Trump.  Trump is crapping in his diaper right now.,already polling even even beating trump november nikkie haley republican polled rnc convention said likely vote democrat biden trump trump crapping diaper right
2677,"Even Hunter Biden would do better in the election than his father, IMO.",even hunter biden would better election father going
2679,She lost to Biden in the race to presidency already years ago and nobody cares for her much either,lost biden race presidency already year ago nobody care much either
2680,"How much did Kamala pay for this spin, she got so little in the DNC primary that her choice as VP was seen as a balance to Joe being old and white.",much kamala pay spin got little dnc primary choice vp seen balance joe old white
2681,Are you high?,high
2682,"I know they tried to kill DJT a few days ago, but the dems are committing suicide by chooing Harris.",know tried kill djt day ago dems committing suicide chooing harris
2683,❤ Kamala Harris 2024 🎉,kamala harris
2684,"<a href=""http://www.youtube.com/results?search_query=%23trump2024"">#Trump2024</a>🇺🇸😂😂",trump
2685,She is not black she is Indian !,black indian
2686,Congratulations to Donald trump on becoming the 47th president of USA,congratulation donald trump becoming th president usa
2687,She is not a natural born citizen. Funny how they don’t want to talk about that?,natural born citizen funny want talk
2688,No she not . Biden you gave up that not a true Democrat. You gave Trump what he wanted.,biden gave true democrat gave trump wanted
2689,"In kameltoes own words, hahahahaha",kameltoes word hahahahaha
2690,They know they ain’t winning the White House this is strictly a down ballot decision.,know winning white house strictly ballot decision
2691,She is a hack,hack
2694,"THAT&#39;S COOL AND GREAT 😃 MEXICO HAS A WOMAN PRESIDENT😊 AND NOW U,S,A, ❤🎉 SOUNDS LIKE 🎉 TAMBIEN LAS MUJERES PUEDEN❤ MI APOYO TOTAL A LAS DOS",cool great mexico woman president yousa sound tambien la mujeres pueden mi apoyo total la do
2695,😂FJB😂FKH😂,fjbfkh
2696,This will make for an interesting debate if she is asked any hard questions that is. When there us a hard question all she dies is cackle like a hen or laugh like a hyena.,make interesting debate asked hard question u hard question dy cackle hen laugh hyena
2697,Trump 2024,trump
2698,Women must rally wirh Harris related to Women Rights &amp; Ideologies.,woman must rally wirh harris related woman right ideology
2699,Kamala Harris: A Stronger Candidate Against Trump?  Are you HIGH!!!!!?????,kamala harris stronger candidate trump high
2700,Trump is toast! Harris wins this election,trump toast harris win election
2701,She is Caribbean/indian😂 now she is African 😂😅 I love USA race based politics 😅,caribbeanindian african love usa race based politics
2702,"Obama is a very bad person but hef is very smart<br>This one , kamala is as smart as as my garbage can",obama bad person hef smartthis one kamala smart garbage
2703,She is not a good speaker,good speaker
2705,Don&#39;t forget vs. Kennedy,forget v kennedy
2706,Trump took down Hillary.  He’ll have no problem with taking Kamala down 😎,trump took hillary problem taking kamala
2707,"Harris is an identity politician, her resume is terrible.",harris identity politician resume terrible
2708,"Pitiful. When Kamala went to college she listed herself as Indian, not black,. ray and vote folks, pray and vote.",pitiful kamala went college listed indian black ray vote folk pray vote
2709,&quot;Heels up&quot;,heel
2710,MamaKamala candidate for president???Guys get the USB READY…hurry up the  electrical buss is coming…and it’s electrical…and it’s got plugs…My Buss My Choice…😂😂😂,mamakamala candidate presidentguys get usb readyhurry electrical bus comingand electricaland got plugsmy bus choice
2711,TRUMP AGAIN FOR PRESIDENT 🇺🇸 2024! ❤🤍💙,trump president
2712,HAHAHAHA,hahahaha
2713,Murdoch owns  the WSJ and FOX news. They both peddle lies!,murdoch owns wsj fox news peddle lie
2714,📢💨MAGA🇱🇷❤️🇱🇷🇱🇷❤️🇱🇷🇱🇷💪,maga
2715,"Hey WSJ, do you have the video ready for me when I win the Powerball?",hey wsj video ready win powerball
2716,Everyone ive ever talked to hates Kamala Harris. I&#39;m a Democrat with a friend group of mostly Democrats and I&#39;ve never heard anything but horrible things about her,everyone ever talked hate kamala harris democrat friend group mostly democrat never heard anything horrible thing
2717,"An administration that puts the interest of illegal immigrants above their own citizens, and the interest of fake men above real women, now wants to be the voice of their own women? What a disgrace to this country and all women",administration put interest illegal immigrant citizen interest fake men real woman want voice woman disgrace country woman
2718,Only if Michelle Obama was running then there would would be competition 😢,michelle obama running would would competition
2719,"&quot;People of color&quot; man, they still use that in 2024 🤦‍♂️",people color man still use
2720,She put more black people in jail then anyone even close to this race hahahah,put black people jail anyone even close race hahahah
2721,This is laughable. They need to get cuomo ASAP,laughable need get cuomo soon possible
2722,Another Obama puppet,another obama puppet
2723,She’s not going to win people of color….her career was oppressing poc to impress the ruling class,going win people colorher career oppressing poc impress ruling class
2724,She will lose our country and to both China and Russia! Harris is the WORST person to put in the white house. Obama puppet,lose country china russia harris worst person put white house obama puppet
2725,Cackling kamel,cackling kamel
2726,You&#39;re right get your popcorn ready  she&#39;s a lot of things and one of them is Smart,right get popcorn ready lot thing one smart
2727,"Please inquire from the former mayor if San Francisco, Jerry Brown about the character! What a shameful act, push poor old Joe under the bus.",please inquire former mayor san francisco jerry brown character shameful act push poor old joe bus
2728,&quot;Donald Trump symply does not have the character to be president of the United States&quot;  And she does?🤔,donald trump symply character president united state
2729,Harris will do it! Trump is an Old Man like Biden.. stucks in year 1970,harris trump old man biden stucks year
2730,She is what 2 percent black? As Biden says come on man!,percent black biden say come man
2731,What are they talking about?,talking
2732,"Has anybody ever listened to Kamala,Harris? She is laughable! 😂",anybody ever listened kamalaharris laughable
2733,The Democrat Nation &quot;Let&#39;s Go&quot; Lets Win this Kalama.,democrat nation let u go let u win kalama
2734,She already has my vote.,already vote
2735,Buttigieg for VP,buttigieg vp
2736,I disagree!,disagree
2737,"Trump is so old and demented and as VP Harris said, DJT’s character is disgusting.",trump old demented vp harris said djts character disgusting
2739,"He hasn’t endorsed her. As of right now, he hasn’t endorsed anyone.",endorsed right endorsed anyone
2740,Whoever accepts her request as running mate had better think long and hard.  Being tied to Kamala Harris could be their own personal hill to climb in future,whoever accepts request running mate better think long hard tied kamala harris could personal hill climb future
2741,😂😂Lol 😂I,lol
2742,Kamala is hella mean tho,kamala hella mean though
2743,Why would she be stronger she has done nothing so let’s sell the dumb ticket the race card lol good luck. No one can stand DEI Kamala buts the only hope she wouldn’t let big Mike take over,would stronger done nothing let u sell dumb ticket race card lol good luck one stand dei kamala buts hope would let big mike take
2744,God forbid.,god forbid
2745,"Kamala has been protected by the media thus far, because Biden is running the country. At the moment I see Harris losing to Trump the same way Gore lost to W.",kamala protected medium thus far biden running country moment see harris losing trump way gore lost w
2746,She&#39;ll beat Trump&#39;s pants off!!,beat trump pant
2747,"character can&#39;t be faked,after been shoot <a href=""http://at.my/"">at.my</a> president stand tall ,  USA, USA",character not fakedafter shoot atmy president stand tall usa usa
2748,Harris/Obama ‘24 !!?,harrisobama
2749,"Being in the spotlight more, people may get to know her better and she may prove herself to be very capable.  The media needs to report more on her history and leadership.",spotlight people may get know better may prove capable medium need report history leadership
2750,Lol,lol
2751,"gg, kamala with woke propaganda. muricans be meming for the next few years",gg kamala woke propaganda muricans meming next year
2752,Biden was voted as 2024 candidate by voters! It is no democracy by forcing him out of the race!,biden voted candidate voter democracy forcing race
2753,There is a fire in the White House.    Kamela is laughing,fire white house kamela laughing
2754,"Harris can’t win against Trump, especially with such a small runway. This only helps ensure Donald Trump wins, which is probably the worst possible thing that can happen. What happened to this country? It’s heartbreaking.",harris not win trump especially small runway help ensure donald trump win probably worst possible thing happen happened country heartbreaking
2755,Straight up Power learn the game from India now Help India 🇮🇳 got it America 🇺🇸 India own 🌍,straight power learn game india help india got america india
2756,all I can do is LMAO.l. Kamala? Really?  I mean REALLY?,lmaol kamala really mean really
2757,"I thought Biden was supporting his VP, Trump.",thought biden supporting vp trump
2758,Beg Biden to reconsider. His medical records proves he’s fine. Vote him back in!,beg biden reconsider medical record prof fine vote back
2759,Vote for trump,vote trump
2760,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣<br>80% of black people will<br>Not vote for her..,black people willnot vote
2761,Let&#39;s go Kamala!!!,let u go kamala
2762,She couldn’t even do the one job she had as Border Tzar. 😡😡😡,could even one job border tzar
2763,i tolt you hire me period,tolt hire period
2764,Kamala’s body language the giggle cackle is not the plus factor  -her DEI - qualification <br>Her only card is her dark color .<br>Kamala is of Indian descent not an African - only her color is African .( I’m not sure sorry ) I have to fact check .pence and Kamala equals - nevermind,kamalas body language giggle cackle plus factor dei qualification card dark color kamala indian descent african color african sure sorry fact check penny kamala equal nevermind
2765,She will drop out.,drop
2766,YES SHE IS,yes
2767,WSJ is really high on their own farts. 😂😂,wsj really high fart
2768,Didn&#39;t take long to put a spin on this story 😂😂😂,take long put spin story
2769,Which women… not conservative and married women and sane women!! Left policies are anti democratic,woman conservative married woman sane woman left policy anti democratic
2770,"Trump is the best, this country is sinking with Biden and Kamala.<br>We will win and win.<br>Trump Trump Trump",trump best country sinking biden kamalawe win wintrump trump trump
2771,Four more years for DJ Trump.,four year dj trump
2772,Makes it more believable when they rig the election….again 🤡🍿,make believable rig electionagain
2773,"So to put everything into a nutshell, the only chance she has is pandering",put everything nutshell chance pandering
2774,"You want to scare the republican parties, announce  Michelle Obama running for PRESIDENT, LOL.",want scare republican party announce michelle obama running president lol
2775,"Harris is a weak candidate. Nobody likes her, and her failures at the border are disqualifying by itself. Nobody wants a California elite, especially blue-collar workers in PA, MI, and WI.",harris weak candidate nobody like failure border disqualifying nobody want california elite especially bluecollar worker pa mi wi
2776,"Harris 😂😂😂😂😂😂😂😂. Seriously, USA? 😂😂😂😂😂. First Biden now this. 😮😮😮😮😮",harris seriously usa first biden
2777,Kamala!!! Good luck . Ain’t gonna happen,kamala good luck going happen
2778,Guatkamala no borders 2024,guatkamala border
2779,She’s about as qualified to run the country as my patio umbrella.,qualified run country patio umbrella
2780,"Regardless President Biden is stepping down from the Race, I am STILL Voting  ALL  BLUE  straight down the ticket‼️VOTE 🇺🇸🗽🗳️🌊🌊🌊🌊🌊🌊🌊🌊💙",regardless president biden stepping race still voting blue straight ticketvote
2781,No one better than Mr Trump and republican party because look at under democratic powers what&#39;s going on rounds the world every country look at us we are a weak only Mr Trump can fixed the problem God bless America,one better mr trump republican party look democratic power going round world every country look u weak mr trump fixed problem god bless america
2782,Do you think they are going to let a “house black woman” be president?,think going let house black woman president
2783,LOL! WE SEE WHAT A WOMAN IN CHARGE DOES AND WHAT HAPPENS WHEN A WOMAN IS IN CHARGE!,lol see woman charge happens woman charge
2784,"If at all possible, she&#39;s worse. . Same failed policies",possible worse failed policy
2785,She was as good of a vice president as Biden was!!! Utterly useless!!!!!,good vice president biden utterly useless
2786,HARIS??! Mmmmmmmmmmm.....,haris mmmmmmmmmmm
2787,Trump2024 ❤❤❤❤,trump
2788,She cannot. It is very clear in the past few years that not the most capable candidates win in Politics.,not clear past year capable candidate win politics
2789,Obama is a fraud,obama fraud
2790,💪🇱🇷❤️U.S A.U.S.A.U.S.A.🇱🇷❤️🇱🇷💪🇱🇷❤️,yous ayousayousa
2791,These fools would rather see our country destroyed than vote for Trump.,fool would rather see country destroyed vote trump
2792,Never she can win the election 😇,never win election
2793,What has she accomplished?? In charge of the border??….,accomplished charge border
2794,Why did President Biden endorser her when he said he wouldn&#39;t maybe he thought it was a good idea to get back to the Democrats for what they did to him president Trump will wipe the floor with her I think it&#39;s funny just my opinion,president biden endorser said would maybe thought good idea get back democrat president trump wipe floor think funny opinion
2795,"Kamala fought against body warm cameras on police as a judge, tried to have them ban. Yet apparently is concerned with police brutality…😂<br>Also, how is Trumps view on abortion too strict. He literally said he’d stay out of it and let people vote by State… lies are all the Dems have.",kamala fought body warm camera police judge tried ban yet apparently concerned police brutalityalso trump view abortion strict literally said would stay let people vote state lie dems
2796,Harris will be the American people&#39;s savior!,harris american people savior
2797,"biden is the worst occupant in the white house , and Camila harris has a worse rating than sleepy joe.  It&#39;s fake news that makes a fool of themselves trying to make the Democrat communists party look good .",biden worst occupant white house camila harris worse rating sleepy joe fake news make fool trying make democrat communist party look good
2798,SPIN started to make Kamala as the best🤣🤣🤣🤣🤣🤣,spin started make kamala best
2799,"The installation of KH the DEi hire , she got zero percent of the vote, yet installed anyways, 81 million votes all by mail.  KH is a joke at best",installation kh dei hire got zero percent vote yet installed anyways million vote mail kh joke best
2800,"Remember, This walking Joke was in CHARGE OF THE BORDER!!!",remember walking joke charge border
2801,Kamala Harris place in Prison. 100.000ns Wrongful cases ...,kamala harris place prison n wrongful case
2802,Trump already Won!,trump already
2803,"All this nonsensical talk of DNA is a distraction that doesn’t focus on her abilities to do the job! <br>If you’re so caught up and concerned about her ethnicity or race, you’re clearly more tripped up on your own intolerance— NOT her abilities to do the job.",nonsensical talk dna distraction focus ability job caught concerned ethnicity race clearly tripped intolerance ability job
2804,This heels up Kamala should not even be allowed in the White House. This is a circus.,heel kamala even allowed white house circus
2805,There&#39;s no ways on earth did they just compare Kamala to Obama. Obama is leagues above her.,way earth compare kamala obama obama league
2806,i wonder when theyre gonna let joe know that hes not running anymore,wonder going let joe know he running anymore
2807,Please no Harris,please harris
2808,"VP Harris and her family  have endured and survived the ugly and threatening attacks of trump&#39;s maga base. <br>She has  perservered against security threats sent against her by trump.<br><br>So, trump can try the martyr card but she has shown tough perserverence and actual courage.",vp harris family endured survived ugly threatening attack trump maga base perservered security threat sent trumpso trump try martyr card shown tough perserverence actual courage
2809,Little Hunter for VP!!! The Harris Biden ticket 💪🏼,little hunter vp harris biden ticket
2810,Kamala would be so much better than trump,kamala would much better trump
2811,KAMALA!!!???NO CHANCE!!! TRUMP IN A LANDSLIDE!!😂😂😅,kamalano chance trump landslide
2812,Wait so &quot;i&#39;m staying in the race&quot; was another lie? it&#39;s not like they haven&#39;t had a losing candidate before. Their best chance now is running another republican against trump.,wait staying race another lie losing candidate best chance running another republican trump
2813,🎶🎵🎵🎶🎵🎵💪🇱🇷🇱🇷❤️TRUMP TRUMP BABY🎵🎶🎶🎵🎵🎶💪🇱🇷❤️,trump trump baby
2814,When she laughing made me think some kind of wild dog.,laughing made think kind wild dog
2815,Harris 2024!,harris
2817,"Biden Announces Dropping Out of 2024 Presidential Race! - <a href=""https://www.youtube.com/watch?v=6OdHIb9xeK8"">https://www.youtube.com/watch?v=6OdHIb9xeK8</a>",biden announces dropping presidential race httpswwwyoutubecomwatchvodhibxek
2818,Come on Kamalaa is not black,come kamalaa black
2819,In comes Hillary          withh special appearence by Mike &amp; Burrock,come hillary withh special appearence mike burrock
2820,We all know why Harris was chosen as VP in the first place….😂,know harris chosen vp first place
2821,The Democrat convention will have actors and actresses talk and perform. They don&#39;t have REAL honest people . Sad thing is some will fall for this . 😢,democrat convention actor actress talk perform real honest people sad thing fall
2823,My 2024 President. She can win over Trump. Trump doesn&#39;t know enough to be president. He has lied to his votes and now They Regret voting for him this term.,president win trump trump know enough president lied vote regret voting term
2824,He endorsed Kamala,endorsed kamala
2825,"God save us from Kamala Harris, this lady is COMPLETELY crazy.",god save u kamala harris lady completely crazy
2826,Kamalaaaaaa🎉,kamalaaaaaa
2827,"Let’s Go <a href=""http://www.youtube.com/results?search_query=%23harris2024"">#Harris2024</a> 💙",let u go harris
2828,"<a href=""https://www.youtube.com/watch?v=akvhkLHnOAM&amp;t=98"">1:38</a><br>Kamala Harris has Indian roots and is not African American",kamala harris indian root african american
2829,The weakest…. She had the nerve to joke around about smoking weed while she put alot of black and brown people in prison for along time!,weakest nerve joke around smoking weed put alot black brown people prison along time
2830,I&#39;ll vote for Harris I&#39;ll vote for anyone running against Donald Trump even if it&#39;s a ham sandwich,vote harris vote anyone running donald trump even ham sandwich
2831,"she&#39;ll have an earpeice ..or they will take her out maybe ,,,",earpeice take maybe
2832,"Kamala needs to bring up the Trump Epstein connection, and the fact that all of that information that was released has gone quiet because Trump was involved tied at the hip to Jeffrey Epstein. People need to know that. That’s the kind of person that they’re considering for the presidency.",kamala need bring trump epstein connection fact information released gone quiet trump involved tied hip jeffrey epstein people need know kind person considering presidency
2833,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂<br>Only giggles..<br>From bad to worst.,gigglesfrom bad worst
2834,Trump 2025: will show how incapable his is of making America great. Again.,trump show incapable making america great
2835,"The Democrats will win if they choose a former 4-star general who is white running together with a former 4-star general who is black. There is a black 4-star general serving now in the Pentagon.  If Kamala Harris runs for President, SHE WILL LOSE. I voted for Biden, but I will NOT vote for Kamala Harris. I would rather vote for Oprah Winfrey.  Kamala Harris will lose if run.  Also, because of the &quot;culture&quot; of the deep south and Midwest, the presidential runner should be a white male and I think it would be best if it were a former 4-star general or admiral. Because that person would be better prepared to handle current geopolitics than the horribly prepared Mr. T trying to fake being a president again.  We need to think about winning against Mr. Terrible, not trying to force an unpopular female black candidate down our throats. Again, Kamala Harris will lose if she is run and the aftermath will be catastrophic: having Trump sacrifice Taiwan to China, Ukraine to Russian, all of Latin America and Africa to China, etc.  Mr. Trump is a very unwise person and does not seem to have an compassion for anyone. It&#39;s all about himself, not the country, despite his rhetoric to the contrary. We need a white 4-star genearl and a black 4-star general who can immediately know how to fix the military to combat China, Russian, North Korea, etc.",democrat win choose former star general white running together former star general black black star general serving pentagon kamala harris run president lose voted biden vote kamala harris would rather vote oprah winfrey kamala harris lose run also culture deep south midwest presidential runner white male think would best former star general admiral person would better prepared handle current geopolitics horribly prepared mr trying fake president need think winning mr terrible trying force unpopular female black candidate throat kamala harris lose run aftermath catastrophic trump sacrifice taiwan china ukraine russian latin america africa china etc mr trump unwise person seem compassion anyone country despite rhetoric contrary need white star genearl black star general immediately know fix military combat china russian north korea etc
2836,Project 2025 must be stopped no matter what!,project must stopped matter
2837,Kamala🎉🎉🎉🎉🎉,kamala
2838,The Ho has to go,ho go
2839,That woman is not fit to be in the White House she didn&#39;t even do her job as vice president give me a break,woman fit white house even job vice president give break
2840,🎶🎵🎶🎵🎵TRUMP TRUMP BABY🎵🎶🎶🎵🎶🎶❤️🇱🇷💪,trump trump baby
2841,Harris isn&#39;t black. Are we now making up a person&#39;s race?,harris black making person race
2842,Wait until Biden finds out about this,wait biden find
2843,It will be interesting to see how VP Harris talks to the Black community about her being the first 2nd generation removed slave owner president.,interesting see vp harris talk black community first nd generation removed slave owner president
2844,She can win.❤,win
2845,It&#39;s too late for Kamala and the Democratic Party to prevent a second Trump presidency.,late kamala democratic party prevent second trump presidency
2846,😂😂😂...scaping the bottom of the trash can...,scaping bottom trash
2847,Kamala,kamala
2848,"Trump is on God mode, no way Harris can win.",trump god mode way harris win
2849,Ha Ha Ha ……Trump 💪🇺🇸💪🇺🇸💪🇺🇸💪🇺🇸,ha ha ha trump
2850,CAMACHO 2024,camacho
2851,"kamala harris is horrible ,   wisconsin and pennsylvannia cannot stand her",kamala harris horrible wisconsin pennsylvannia not stand
2852,WSJ is a tabloid. Dont rake seriously.,wsj tabloid rake seriously
2853,Not even the demons...i mean Democrats like Scamela.,even demonsi mean democrat scamela
2854,How does a convicted Felon debate a brilliant Prosecutor.  Trump is TOAST😂😂😂,convicted felon debate brilliant prosecutor trump toast
2855,Let her debate Trump she will be stronger just let him wonder around and not give real answers,let debate trump stronger let wonder around give real answer
2856,"I don&#39;t feel it... <br> Kamala is a good VP but doesn&#39;t have the experience up against Trump maga crooks. <br>Hillary or MObama, and Michelle refused.<br><br>Let&#39;s do it, Hillary!",feel kamala good vp experience trump maga crook hillary mobama michelle refusedlet u hillary
2857,"She isn&#39;t a African American, her dad is half Irish and half Jamaican and her mum is a Indian so basically she&#39;s afro-carribean Irish indian american person 😊",african american dad half irish half jamaican mum indian basically afrocarribean irish indian american person
2858,Trump Trump Trump Trump Trump Trump Trump Trump Trump Trump Trump Trump Trump Trump Trump Trump Trump Trump Trump Trump Trump Trump Trump Trump 2024 💯💯❤️,trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump trump
2859,Our future is in her hands. She will definitely get my support,future hand definitely get support
2860,MamaKamala candidate for president???😂😂😂WOW NOW WE GET TO SEE THE WHOLE MOON WITH OUR OWN EYESSSSSS😂😂😂,mamakamala candidate presidentwow get see whole moon eyes
2861,GAY,gay
2862,Having a woman make a choice about their own body is not going to make gas prices low food prices low roads being fixed interest rates coming down stopping all the worthless Wars. I can go on and on but people use your god-given brain and get on brainwashed by all these liberal news channels that have that have brainwashed you,woman make choice body going make gas price low food price low road fixed interest rate coming stopping worthless war go people use godgiven brain get brainwashed liberal news channel brainwashed
2863,Only replace the quarterback Newsom/Harris2024,replace quarterback newsomharris
2864,Maxi Pad Ear Toast!,maxi pad ear toast
2865,Maxi Pad Ear Toast!,maxi pad ear toast
2866,America still isn’t ready for a Female president especially not her!!! ask Arsenio Hall she ain’t the one,america still ready female president especially ask arsenio hall one
2867,Can we skip to the part where kamala doesnt poll well and we get  Mi gov or IL gov on the ticket,skip part kamala poll well get mi gov il gov ticket
2868,Kamala’s body language the giggle cackle is not the plus factor  -her DEI - qualification <br>Her only card is her dark color .<br>Kamala is of Indian descent not an African - only her color is African .( I’m not sure sorry ) I have to fact check .,kamalas body language giggle cackle plus factor dei qualification card dark color kamala indian descent african color african sure sorry fact check
2869,Anyone is a better candidate against Trump. Well except maybe Hillary.,anyone better candidate trump well except maybe hillary
2870,Maxi Pad Ear Toast!,maxi pad ear toast
2871,As a trans racial woman who also identifies as black / African American I cannot wait for Kamala Harris to get into the White House and paint it black for us women / trans women of color ! Ya feel me ?! ✊🏿💯,trans racial woman also identifies black african american not wait kamala harris get white house paint black u woman trans woman color ya feel
2872,"Democrats ruined the WSJ. <br>It&#39;s a CNN-style liberal college-girl rag now, except for the opinion section.",democrat ruined wsj cnnstyle liberal collegegirl rag except opinion section
2873,Go after his age .<br>Carma,go age carma
2874,WSJ FAKE NEWS!,wsj fake news
2875,"you have to be kidding, WSJ",kidding wsj
